"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"04/01/2022";"0200";"23,7";"24,6";"23,7";"80,0";"80,0";"75,0";"20,0";"20,0";"19,9";"982,9";"983,2";"982,9";"1,6";"106,0";"4,4";"";""
"04/01/2022";"0300";"23,0";"23,7";"23,0";"84,0";"84,0";"80,0";"20,1";"20,1";"20,0";"982,2";"982,9";"982,2";"0,6";"118,0";"2,9";"";""
"04/01/2022";"0400";"23,1";"23,2";"23,0";"84,0";"84,0";"84,0";"20,3";"20,4";"20,1";"981,8";"982,2";"981,8";"1,3";"110,0";"2,4";"";""
"04/01/2022";"0500";"22,5";"23,1";"22,5";"87,0";"87,0";"84,0";"20,2";"20,3";"20,2";"981,3";"981,8";"981,3";"1,0";"111,0";"2,6";"";""
"04/01/2022";"0600";"22,7";"22,8";"22,4";"90,0";"90,0";"87,0";"20,9";"21,0";"20,2";"981,2";"981,3";"981,1";"1,3";"122,0";"2,5";"";""
"04/01/2022";"0700";"22,8";"22,9";"22,6";"91,0";"92,0";"90,0";"21,2";"21,4";"20,9";"981,1";"981,2";"981,1";"1,5";"125,0";"2,6";"";""
"04/01/2022";"0800";"22,5";"22,8";"22,4";"98,0";"98,0";"91,0";"22,2";"22,2";"21,0";"981,3";"981,3";"981,1";"1,3";"103,0";"4,2";"";""
"04/01/2022";"0900";"22,8";"22,8";"22,5";"98,0";"99,0";"98,0";"22,5";"22,5";"22,2";"981,9";"981,9";"981,3";"1,6";"113,0";"3,2";"40,20";""
"04/01/2022";"1000";"23,6";"23,9";"22,8";"86,0";"98,0";"85,0";"21,1";"22,6";"21,0";"982,5";"982,5";"981,9";"2,5";"120,0";"4,3";"475,60";""
"04/01/2022";"1100";"25,6";"26,0";"23,6";"74,0";"86,0";"74,0";"20,7";"21,9";"20,6";"982,9";"982,9";"982,4";"3,0";"127,0";"5,7";"1111,40";""
"04/01/2022";"1200";"26,8";"27,0";"25,4";"68,0";"76,0";"67,0";"20,4";"21,1";"19,9";"983,1";"983,1";"982,9";"2,0";"72,0";"5,8";"1262,40";""
"04/01/2022";"1300";"29,0";"29,3";"26,4";"54,0";"68,0";"53,0";"18,7";"20,3";"18,7";"982,7";"983,1";"982,7";"3,0";"94,0";"5,7";"2282,50";""
"04/01/2022";"1400";"30,6";"30,9";"28,7";"46,0";"55,0";"45,0";"17,7";"19,4";"17,4";"982,0";"982,7";"982,0";"3,1";"84,0";"5,7";"3301,10";""
"04/01/2022";"1500";"31,1";"31,7";"29,5";"41,0";"49,0";"40,0";"16,4";"18,3";"15,8";"981,3";"982,0";"981,2";"2,9";"128,0";"7,5";"3358,80";""
"04/01/2022";"1600";"31,9";"32,3";"30,8";"39,0";"43,0";"36,0";"16,2";"17,9";"14,8";"980,5";"981,3";"980,5";"3,5";"91,0";"6,8";"3432,80";""
"04/01/2022";"1700";"32,2";"32,5";"31,1";"40,0";"40,0";"37,0";"16,7";"16,7";"15,5";"979,7";"980,5";"979,7";"2,9";"98,0";"6,8";"3009,80";""
"04/01/2022";"1800";"32,6";"32,9";"31,5";"37,0";"41,0";"36,0";"16,0";"17,0";"15,7";"978,8";"979,7";"978,8";"2,8";"129,0";"7,5";"2458,60";""
"04/01/2022";"1900";"32,1";"32,7";"31,8";"36,0";"39,0";"34,0";"15,0";"16,4";"14,5";"978,4";"978,8";"978,4";"3,6";"123,0";"7,3";"1717,30";""
"04/01/2022";"2000";"31,3";"32,2";"31,3";"37,0";"38,0";"34,0";"15,1";"15,5";"14,0";"978,6";"978,6";"978,3";"2,5";"110,0";"7,0";"649,10";""
"04/01/2022";"2100";"28,6";"31,3";"28,6";"58,0";"58,0";"37,0";"19,5";"19,5";"15,0";"979,4";"979,4";"978,6";"6,1";"131,0";"9,9";"215,10";""
"04/01/2022";"2200";"27,0";"28,6";"27,0";"63,0";"63,0";"58,0";"19,3";"19,6";"19,3";"980,2";"980,2";"979,4";"4,5";"121,0";"9,9";"0,40";""
"04/01/2022";"2300";"25,9";"27,0";"25,9";"69,0";"69,0";"63,0";"19,7";"19,8";"19,3";"981,3";"981,3";"980,2";"3,2";"122,0";"8,1";"";""
"05/01/2022";"0000";"25,3";"25,9";"25,3";"74,0";"74,0";"69,0";"20,3";"20,3";"19,7";"982,2";"982,2";"981,3";"3,7";"119,0";"7,0";"";""
"05/01/2022";"0100";"25,0";"25,4";"24,9";"75,0";"76,0";"74,0";"20,4";"20,4";"20,3";"982,7";"982,7";"982,2";"1,8";"111,0";"6,4";"";""
"05/01/2022";"0200";"24,8";"25,1";"24,8";"77,0";"77,0";"75,0";"20,4";"20,5";"20,3";"982,7";"982,8";"982,6";"2,2";"116,0";"4,6";"";""
"05/01/2022";"0300";"24,4";"24,9";"24,4";"80,0";"80,0";"77,0";"20,7";"20,8";"20,4";"982,1";"982,7";"982,1";"2,4";"120,0";"5,6";"";""
"05/01/2022";"0400";"24,2";"24,4";"24,2";"82,0";"82,0";"80,0";"21,0";"21,0";"20,7";"981,7";"982,1";"981,7";"2,0";"122,0";"4,4";"";""
"05/01/2022";"0500";"24,0";"24,3";"23,9";"83,0";"84,0";"82,0";"21,1";"21,1";"20,9";"981,3";"981,7";"981,3";"2,0";"113,0";"3,8";"";""
"05/01/2022";"0600";"23,8";"24,1";"23,8";"84,0";"84,0";"83,0";"20,9";"21,1";"20,9";"981,1";"981,3";"981,1";"1,5";"118,0";"3,9";"";""
"05/01/2022";"0700";"23,6";"23,8";"23,5";"86,0";"86,0";"84,0";"21,0";"21,1";"20,9";"981,3";"981,3";"981,1";"1,6";"109,0";"4,0";"";""
"05/01/2022";"0800";"23,0";"23,6";"23,0";"98,0";"98,0";"86,0";"22,7";"22,9";"21,0";"981,6";"981,6";"981,3";"1,0";"117,0";"3,3";"";""
"05/01/2022";"0900";"23,0";"23,0";"22,9";"";"";"";"";"";"";"982,0";"982,0";"981,5";"1,5";"107,0";"2,3";"58,80";""
"05/01/2022";"1000";"24,2";"24,5";"23,0";"88,0";"";"";"22,2";"";"";"982,5";"982,5";"982,0";"2,2";"116,0";"3,9";"551,40";""
"05/01/2022";"1100";"25,8";"25,9";"24,2";"76,0";"89,0";"76,0";"21,1";"22,7";"21,0";"982,9";"982,9";"982,4";"2,4";"112,0";"4,9";"1128,70";""
"05/01/2022";"1200";"26,7";"27,2";"25,8";"68,0";"76,0";"66,0";"20,3";"21,5";"20,0";"982,5";"983,0";"982,5";"2,4";"117,0";"6,0";"1435,20";""
"05/01/2022";"1300";"28,9";"29,4";"26,7";"55,0";"68,0";"54,0";"18,8";"20,7";"18,6";"982,3";"982,5";"982,3";"2,8";"110,0";"6,4";"2137,40";""
"05/01/2022";"1400";"28,9";"29,7";"28,4";"55,0";"57,0";"53,0";"19,0";"19,5";"18,3";"981,9";"982,3";"981,9";"2,3";"89,0";"7,0";"1341,80";""
"05/01/2022";"1500";"30,8";"30,8";"28,0";"50,0";"61,0";"50,0";"19,2";"20,5";"18,8";"981,2";"981,9";"981,2";"3,3";"85,0";"7,6";"2837,90";""
"05/01/2022";"1600";"30,5";"31,6";"30,1";"50,0";"50,0";"46,0";"18,9";"19,6";"17,9";"980,5";"981,2";"980,5";"3,1";"73,0";"7,4";"2914,60";""
"05/01/2022";"1700";"31,3";"31,7";"30,4";"46,0";"51,0";"45,0";"18,1";"19,6";"17,9";"979,5";"980,5";"979,5";"3,0";"29,0";"6,6";"2277,60";""
"05/01/2022";"1800";"29,9";"32,6";"29,9";"53,0";"53,0";"43,0";"19,4";"19,4";"17,7";"978,8";"979,6";"978,8";"5,1";"137,0";"8,6";"1977,70";""
"05/01/2022";"1900";"29,9";"30,2";"29,4";"54,0";"56,0";"53,0";"19,7";"20,0";"19,1";"978,7";"978,8";"978,6";"5,0";"128,0";"9,1";"1205,60";""
"05/01/2022";"2000";"29,2";"30,2";"29,1";"56,0";"56,0";"53,0";"19,4";"20,0";"19,2";"978,7";"978,7";"978,5";"5,5";"138,0";"8,7";"1150,50";""
"05/01/2022";"2100";"27,6";"29,2";"27,6";"64,0";"64,0";"56,0";"20,3";"20,4";"19,3";"979,2";"979,2";"978,6";"4,2";"129,0";"8,4";"185,30";""
"05/01/2022";"2200";"26,3";"27,7";"26,3";"69,0";"69,0";"64,0";"20,2";"20,6";"20,2";"979,6";"979,6";"979,2";"3,5";"117,0";"8,2";"1,10";""
"05/01/2022";"2300";"25,7";"26,3";"25,7";"71,0";"72,0";"69,0";"20,1";"20,3";"20,1";"980,8";"980,8";"979,6";"2,8";"111,0";"6,8";"";""
"06/01/2022";"0000";"25,2";"25,7";"25,2";"72,0";"72,0";"71,0";"19,7";"20,1";"19,7";"981,6";"981,6";"980,8";"3,0";"114,0";"6,8";"";""
"06/01/2022";"0100";"24,9";"25,2";"24,9";"75,0";"75,0";"72,0";"20,3";"20,3";"19,8";"981,9";"981,9";"981,6";"2,7";"115,0";"5,4";"";""
"06/01/2022";"0200";"24,8";"25,0";"24,8";"77,0";"77,0";"75,0";"20,5";"20,6";"20,3";"982,1";"982,2";"981,9";"3,6";"116,0";"6,1";"";""
"06/01/2022";"0300";"24,3";"24,8";"24,3";"80,0";"80,0";"77,0";"20,5";"20,6";"20,5";"981,7";"982,2";"981,7";"2,7";"113,0";"6,1";"";""
"06/01/2022";"0400";"24,4";"24,4";"24,1";"80,0";"81,0";"80,0";"20,6";"20,7";"20,5";"981,2";"981,7";"981,2";"2,0";"116,0";"4,4";"";""
"06/01/2022";"0500";"24,3";"24,4";"24,3";"79,0";"80,0";"79,0";"20,5";"20,7";"20,5";"981,0";"981,2";"980,9";"2,0";"126,0";"4,4";"";""
"06/01/2022";"0600";"24,2";"24,3";"24,2";"80,0";"80,0";"79,0";"20,5";"20,6";"20,5";"980,9";"981,1";"980,9";"1,8";"116,0";"4,5";"";""
"06/01/2022";"0700";"24,0";"24,2";"24,0";"81,0";"81,0";"80,0";"20,6";"20,6";"20,5";"980,9";"981,0";"980,9";"1,9";"110,0";"4,2";"";""
"06/01/2022";"0800";"23,9";"24,0";"23,9";"82,0";"82,0";"81,0";"20,6";"20,6";"20,5";"981,4";"981,4";"980,9";"1,4";"89,0";"3,9";"";""
"06/01/2022";"0900";"23,8";"23,9";"23,6";"83,0";"84,0";"82,0";"20,8";"20,8";"20,5";"981,9";"981,9";"981,3";"1,2";"119,0";"2,8";"44,60";""
"06/01/2022";"1000";"24,4";"24,5";"23,8";"81,0";"84,0";"81,0";"21,0";"21,1";"20,7";"982,3";"982,3";"981,9";"1,8";"118,0";"3,2";"307,50";""
"06/01/2022";"1100";"25,4";"25,4";"24,4";"78,0";"81,0";"77,0";"21,2";"21,3";"20,9";"982,7";"982,7";"982,3";"1,4";"71,0";"3,3";"500,00";""
"06/01/2022";"1200";"26,9";"26,9";"25,3";"68,0";"78,0";"68,0";"20,5";"21,6";"20,5";"982,8";"982,9";"982,7";"1,5";"52,0";"4,3";"943,20";""
"06/01/2022";"1300";"28,6";"28,8";"26,9";"56,0";"68,0";"56,0";"18,8";"20,7";"18,6";"982,5";"982,9";"982,5";"2,7";"34,0";"5,9";"2041,00";""
"06/01/2022";"1400";"29,9";"30,0";"28,3";"53,0";"58,0";"53,0";"19,2";"20,0";"18,8";"982,0";"982,5";"982,0";"2,8";"337,0";"6,6";"2492,60";""
"06/01/2022";"1500";"30,9";"31,4";"29,7";"49,0";"53,0";"48,0";"19,0";"19,8";"18,5";"981,3";"982,0";"981,3";"2,8";"61,0";"6,2";"3125,40";""
"06/01/2022";"1600";"30,9";"31,6";"29,5";"50,0";"56,0";"47,0";"19,4";"20,2";"18,4";"980,5";"981,3";"980,5";"2,7";"83,0";"10,6";"2252,80";""
"06/01/2022";"1700";"31,7";"31,7";"30,4";"48,0";"52,0";"47,0";"19,4";"20,2";"18,6";"979,7";"980,5";"979,7";"3,0";"98,0";"7,5";"2101,30";""
"06/01/2022";"1800";"31,3";"31,7";"30,8";"47,0";"49,0";"46,0";"18,5";"19,3";"18,4";"979,0";"979,8";"979,0";"2,3";"111,0";"5,7";"1640,80";""
"06/01/2022";"1900";"31,4";"31,9";"31,0";"44,0";"48,0";"44,0";"17,7";"18,9";"17,6";"978,7";"979,0";"978,7";"1,0";"82,0";"4,3";"1129,00";""
"06/01/2022";"2000";"30,9";"31,4";"30,9";"46,0";"46,0";"44,0";"18,1";"18,1";"17,3";"978,8";"978,9";"978,6";"1,3";"137,0";"3,0";"559,50";""
"06/01/2022";"2100";"30,3";"30,9";"30,3";"51,0";"51,0";"47,0";"19,0";"19,2";"18,3";"979,2";"979,2";"978,7";"1,3";"142,0";"2,5";"185,00";""
"06/01/2022";"2200";"28,0";"30,3";"28,0";"64,0";"64,0";"51,0";"20,5";"20,5";"18,9";"979,7";"979,7";"979,2";"2,1";"288,0";"5,1";"";""
"06/01/2022";"2300";"25,4";"28,2";"25,0";"78,0";"79,0";"64,0";"21,3";"21,3";"20,1";"981,0";"981,1";"979,7";"2,8";"135,0";"6,7";"";""
"07/01/2022";"0000";"25,7";"25,7";"25,4";"81,0";"81,0";"78,0";"22,2";"22,2";"21,4";"981,5";"981,5";"981,0";"2,8";"127,0";"5,3";"";""
